author,year,category,sub_category_I,sub_category_II,task,sub_task,title,journal,ml_type,neuralNetwork_type,neuralNetwork_name,hiddenLayers,training_process,inputs,outputs,data_domain,data_type,data_size,performance_metrice,performance_score,baseline,notes
Shiloh,2019,Forward Modeling,Passive Seismology,Seismic Monitoring,['Seismic Wave Simulation'], ,Efficient Processing of Distributed Acoustic Sensing Data Using a Deep Learning Approach,Journal of Lightwave Technology,['ANN'],"['CNN', 'FC']","['VGG', 'GAN']","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 15, 1]",['Supervised_Learning'],['das image'],"['NOISE', 'FOOTSTEPS', 'VEHICLES']",['time-frequency'],['synthetic'],[28000],[],[],[]," @@ - Used conditional GAN to refine the computer simulation of DAS data for noise, footstep, and vehicles ground motions. This provides an efficient framework for generating large-scale synthetic training data that can improve the performance of deep-learning  classifiers .  "
Gatti,2020,Forward Modeling,Passive Seismology,Computational Seismology,['Seismic Wave Simulation'], ,Towards blending Physics-Based numerical simulations and seismic databases using Generative Adversarial Network,Comput. Methods Appl. Mech. Engrg.,['ANN'],['CNN'],"['GAN', 'Autoencoder']","[32, 64, 128, 256, 256, 256, 128, 64, 32]","['Supervised_Learning', 'Unsupervised_Learning']",[],[],[],['field'],[1000000],[],[],[], @@ - Used generative adversarial network to generate broadband seismic signals by blending the low-frequency outcome of physics-based numerical simulations and with sparsely sampled broadband observations. This method is based on Generative Adversarial fully-convolutional deep neural networks. It has been conceived(i) to extract meaningful features from either recorded broadband signals and their simulated lower-resolution counterparts (ii) to encode them into Gaussian manifolds respectively;  (iii) to defin Non-linear stochastic process bridging the identified latent spaces to effectively switch from one representation to another in low-dimensional spaces with known probability distributions;  (iv) to generate realistic broadband signals from the identified low-dimension latent manifolds 
Florez,2021,Forward Modeling,Passive Seismology,Computational Seismology,['Seismic Wave Simulation'], ,Data-driven Accelerogram Synthesis using Deep Generative Models,arXive,['ANN'],"['FC', 'CNN']",['GAN'],"[5, 5, 5, 128, 5, 5, 5, 5, 128, 28, 28, 128]",['Supervised_Learning'],"['magnitude', 'distance', 'Vs30']",[],[],['field'],[260764],[],[],[]," @@ used Generative Adversarial Networks (GANs) to learn the representations of 3C strong motion data conditioned on magnitude, distance, and Vs30 from field data. This learned representation in terms of neural network parameterization is then used to generate synthetic acceleration time series based on engineering parameters of interest. Through the training, the generator model learns  an overall distribution of spectral and waveform attributes of the training data. So during the inference the generated accelerograms are sampled from these distributions. "
Wang,2021,Forward Modeling,Passive Seismology,Computational Seismology,['Seismic Wave Simulation'], ,SeismoGen: Seismic Waveform Synthesis Using GAN With Application to Seismic Data Augmentation,JGR,['ANN'],"['FC', 'CNN']",['GAN'],"[128, 128, 128, 128, 32, 32, 48, 32, 24]",['Supervised_Learning'],[],[],[],['field'],[3000],[],[],[], @@ Used GAN to generate synthetic earthquake and none-earthquake seismograms as a data augmentation tool in training of deep-learning earthquake detectors. They showed that the enriched training data used by GAN-generated synthetic waveforms can be used to improve earthquake detection models. 
Mancini,2021,Forward Modeling,Passive Seismology,Computational Seismology,['Seismic Wave Simulation'], ,Accelerating Bayesian microseismic event location with deep learning,Solid Earth Discussions,['ANN'],"['CNN', 'FC']","['Autoencoder', 'GAN']","[256, 128, 64, 5, 64, 128, 256]",['Supervised_Learning'],"['x', 'y', 'z', 'd']",['seismogram'],['time'],['synthetic'],[4000],[],[],[]," focus on accelerating synthetic waveform simulation by training deep learning models to learn the mapping between source location and seismic traces, for a given 3D heterogeneous velocity model, and a fixed isotropic moment tensor for the sources. These trained emulators replace the expensive solution of the elastic wave equation in the inference process"
Moseley,2021,Forward Modeling,Passive Seismology,Computational Seismology,['Seismic Wave Simulation'], ,FINITE BASIS PHYSICS-INFORMED NEURAL NETWORKS (FBPINNS): A SCALABLE DOMAIN DECOMPOSITION APPROACH FOR SOLVING DIFFERENTIAL EQUATIONS,arXive,['ANN'],['FC'],['PINN'],"[16, 16]",['Supervised_Learning'],[],[],['time'],['synthetic'],[],[],[],[]," *$* propose a new, scalable approach for solving large problems relating to differential equations called Finite Basis PINNs (FBPINNs). FBPINNs are inspired by classical finite element methods, where the solution of the differential equation is expressed as the sum of a finite set of basis functions with compact support"
Wu,2021,Forward Modeling,Passive Seismology,Computational Seismology,['Seismic Wave Simulation'], ,Augmenting Seismic Data Using Generative Adversarial Network for Low-Cost MEMS Sensors,IEEE-Acess,['ANN'],"['CNN', 'FC', 'RNN']","['GAN', 'LASTM', 'Attention']","['?', '?', '?', '?', '?', '?', '?']",['Supervised_Learning'],[],[],[],[],[],[],[],[], *$*  
West,2002,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Interactive seismic facies classification using textural attributes and neural networks,The Leading Edge,['ANN'],['FC'],[],[],['Supervised_Learning'],[],[],[],[],[],[],[],[],"@@ * combined image textural analysis with a neural network classification to quantitatively map seismic facies in three-dimensional data. Seismic facies are groups of seismic reflections whose parameters (such as amplitude, continuity, reflection geometry, and frequency) differ from those of adjacent groups"
Caers,2002,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Modeling Conditional Distributions of Facies From Seismic Using Neural Nets,Mathematical Geology,['ANN'],['FC'],[],[],['Unsupervised_Learning'],[],[],[],[],[],[],[],[], 
Saggaf,2003,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Seismic facies classification and identification by competitive neural networks,Geophysics,['ANN'],['FC'],[],[],"['Unsupervised_Learning', 'Supervised_Learning']",['features from seismic data'],[],[],[],[],[],[],[],@@
Matos,2007,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Unsupervised seismic facies analysis using wavelet transform and self-organizing maps,Geophysics,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],[],[],[],[],[],[],[],[],@@
Saraswat,2012,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Artificial immune-based self-organizing maps for seismic-facies analysis,Geophysics,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],[],[],[],[],[],[],[],[],
Roden,2015,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Geologic pattern recognition from seismic attributes: Principal component analysis and self-organizing maps,Interpretation,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],['dimensionality reduced (PCA) seismic features'],[],[],[],[],[],[],[],"used self-organizing-mapping neural networks (SOM) in interpretation of seismic reflection data. SOM analysis reveals the natural clustering and patterns in data and has been beneficial in defining stratigraphy, seismic facies, direct hydrocarbon indicator features, and aspects of shale plays, such as fault/fracture trends and sweet spots. It turned out that SOM routinely identifies meaningful geologic features that were not previously identified or easily interpreted from the seismic data. "
Zhao,2015,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,A comparison of classification techniques for seismic facies recognition,Interpretation,"['ANN', 'k-means', 'SVM']","['SOM', 'FC']",[],[],"['Unsupervised_Learning', 'Supervised_Learning']",['3D seismic data'],[],['features'],[],[],"['runtime', 'confusion matrix']",[],[],"@@ * includes a good literature review. compared the performance of 6 methods on 3D data. Found that supervised learning methods provided accurate estimates of the desired seismic facies, whereas unsupervised learning methods also highlighted features that might otherwise be overlooked."
Zhao,2016,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,"Characterizing a turbidite system in Canterbury Basin, New Zealand, using seismic attributes and distance-preserving self-organizing maps",Interpretation,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],['features'],[],[],['field'],[],[],[],[]," used distance-preserving SOM (DPSOM), in which the distance adjustment among SOM nodes can be both contraction and expansion. "
Ross,2017,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,A comparison of popular neural network facies-classification schemes,The Leading Edge,['ANN'],['FC'],[],[],['Supervised_Learning'],[],[],[],[],[],[],[],[], @  
Zhao,2017,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Constraining self-organizing map facies analysis with stratigraphy: An approach to increase the credibility in automatic seismic facies classification,Interpretation,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],[],[],[],[],[],[],[],[],"We add a stratigraphy layering component to a SOM model that attempts to preserve the intersample relation along the vertical axis. Specifically, we use a mode decomposition algorithm to capture the sedimentary cycle pattern as an attribute."
Zhao,2018,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Seismic attribute selection for unsupervised seismic facies analysis using user-guided data-adaptive weights,Geophysics,['ANN'],['SOM'],[],[],['Unsupervised_Learning'],[],[],[],[],[],[],[],[]," @@ attributes based on their response from the unsupervised learning algorithm and the interpreter’s knowledge. Instead of selecting a group of attributes and assuming all the selected attributes contribute equally to the facies map, we weight the interpreter-selected input"
Qian,2018,Data Processing Automation,Active Seismology,Seismic Image Interpretation,['Facies Analysis'],,Unsupervised seismic facies analysis via deep convolutional autoencoders,Geophysics,['ANN'],"['CNN', 'SOM']",['Autoencoder'],"[10, 10, 10]",['Unsupervised_Learning'],['2D prestack seismic images'],['2D prestack seismic images'],['time'],['field'],[50000],[],[],"['WTMM-SOM based on poststack', 'WTMM-PCA-SOM based on prestack']","@@ As an unsupervised deep learning method, DCAE extracts features from unlabeled 2D prestack gathers. Then, seismic facies analysis can be accomplished through the use of conventional classification or clustering techniques (e.g., K-means or self-organizing maps)."
